question_id;question_text;years;num_years;response_alternatives;num_responses
6757;tittar på bbc/cnn;2003;1;Har ej tillgång | Dagligen | 5–6 gånger/vecka | 3–4 gånger/vecka | 1–2 gånger/vecka | Mer sällan | Aldrig;7
6758;tittar på canal+;2003;1;Har ej tillgång | Dagligen | 5–6 gånger/vecka | 3–4 gånger/vecka | 1–2 gånger/vecka | Mer sällan | Aldrig;7
6762;tittar på kanal;2003;1;Har ej tillgång | Dagligen | 5–6 gånger/vecka | 3–4 gånger/vecka | 1–2 gånger/vecka | Mer sällan | Aldrig;7
6201;tittar på kanal bbc/cnn;2002;1;Har ej tillgång | Dagligen | 5–6 gånger/vecka | 3–4 gånger/vecka | 1–2 gånger/vecka | Mer sällan | Aldrig;7
6202;tittar på kanal canal+;2002;1;Har ej tillgång | Dagligen | 5–6 gånger/vecka | 3–4 gånger/vecka | 1–2 gånger/vecka | Mer sällan | Aldrig;7
6203;tittar på kanal eurosport;2002;1;Har ej tillgång | Dagligen | 5–6 gånger/vecka | 3–4 gånger/vecka | 1–2 gånger/vecka | Mer sällan | Aldrig;7
6204;tittar på kanal filmkanal;2002;1;Har ej tillgång | Dagligen | 5–6 gånger/vecka | 3–4 gånger/vecka | 1–2 gånger/vecka | Mer sällan | Aldrig;7
6205;tittar på kanal kanal;2002;1;Har ej tillgång | Dagligen | 5–6 gånger/vecka | 3–4 gånger/vecka | 1–2 gånger/vecka | Mer sällan | Aldrig;7
6206;tittar på kanal mtv;2002;1;Har ej tillgång | Dagligen | 5–6 gånger/vecka | 3–4 gånger/vecka | 1–2 gånger/vecka | Mer sällan | Aldrig;7
6207;tittar på kanal svt1;2002;1;Har ej tillgång | Dagligen | 5–6 gånger/vecka | 3–4 gånger/vecka | 1–2 gånger/vecka | Mer sällan | Aldrig;7
6208;tittar på kanal svt2;2002;1;Har ej tillgång | Dagligen | 5–6 gånger/vecka | 3–4 gånger/vecka | 1–2 gånger/vecka | Mer sällan | Aldrig;7
6209;tittar på kanal tv1000;2002;1;Har ej tillgång | Dagligen | 5–6 gånger/vecka | 3–4 gånger/vecka | 1–2 gånger/vecka | Mer sällan | Aldrig;7
6210;tittar på kanal tv3;2002;1;Har ej tillgång | Dagligen | 5–6 gånger/vecka | 3–4 gånger/vecka | 1–2 gånger/vecka | Mer sällan | Aldrig;7
6211;tittar på kanal tv4;2002;1;Har ej tillgång | Dagligen | 5–6 gånger/vecka | 3–4 gånger/vecka | 1–2 gånger/vecka | Mer sällan | Aldrig;7
6212;tittar på kanal tv8;2002;1;Har ej tillgång | Dagligen | 5–6 gånger/vecka | 3–4 gånger/vecka | 1–2 gånger/vecka | Mer sällan | Aldrig;7
6213;tittar på kanal viasat nature/action;2002;1;Har ej tillgång | Dagligen | 5–6 gånger/vecka | 3–4 gånger/vecka | 1–2 gånger/vecka | Mer sällan | Aldrig;7
6214;tittar på kanal ztv;2002;1;Har ej tillgång | Dagligen | 5–6 gånger/vecka | 3–4 gånger/vecka | 1–2 gånger/vecka | Mer sällan | Aldrig;7
6768;tittar på mtv;2003;1;Har ej tillgång | Dagligen | 5–6 gånger/vecka | 3–4 gånger/vecka | 1–2 gånger/vecka | Mer sällan | Aldrig;7
6770;tittar på plus;2003;1;Har ej tillgång | Dagligen | 5–6 gånger/vecka | 3–4 gånger/vecka | 1–2 gånger/vecka | Mer sällan | Aldrig;7
6773;tittar på svt1;2003;1;Har ej tillgång | Dagligen | 5–6 gånger/vecka | 3–4 gånger/vecka | 1–2 gånger/vecka | Mer sällan | Aldrig;7
6774;tittar på svt2;2003;1;Har ej tillgång | Dagligen | 5–6 gånger/vecka | 3–4 gånger/vecka | 1–2 gånger/vecka | Mer sällan | Aldrig;7
6776;tittar på tv;2003;1;Har ej tillgång | Dagligen | 5–6 gånger/vecka | 3–4 gånger/vecka | 1–2 gånger/vecka | Mer sällan | Aldrig;7
6777;tittar på tv3;2003;1;Har ej tillgång | Dagligen | 5–6 gånger/vecka | 3–4 gånger/vecka | 1–2 gånger/vecka | Mer sällan | Aldrig;7
6778;tittar på tv4;2003;1;Har ej tillgång | Dagligen | 5–6 gånger/vecka | 3–4 gånger/vecka | 1–2 gånger/vecka | Mer sällan | Aldrig;7
6779;tittar på viasat nature/action;2003;1;Har ej tillgång | Dagligen | 5–6 gånger/vecka | 3–4 gånger/vecka | 1–2 gånger/vecka | Mer sällan | Aldrig;7
6780;tittar på ztv;2003;1;Har ej tillgång | Dagligen | 5–6 gånger/vecka | 3–4 gånger/vecka | 1–2 gånger/vecka | Mer sällan | Aldrig;7
2643;tvåan;1997, 1998, 1999;3;Har ej tillgång | Dagligen | 5–6 gånger/vecka | 3–4 gånger/vecka | 1–2 gånger/vecka | Mer sällan | Aldrig;7
1225;hur ofta tittar på filmnet;1991, 1992, 1993, 1994, 1995, 1996;6;Har ej tillgång | Dagligen | 5–6gånger/vecka | 3–4 gånger/vecka | 1–2 gånger/vecka | Mer sällan | Aldrig;7
1960;hur ofta tittar på femman (tv5);1994, 1995;2;Har ej tillgång | Tittar dagligen | Tittar 5–6 gånger/vecka | 3–4 gånger/vecka | 1–2 gånger/vecka | Mer sällan | Aldrig;7
1201;hur ofta tittar på lokal kabel-tv;1991, 1992, 1993, 1994, 1995;5;Har ej tillgång | Tittar dagligen | Tittar 5–6 gånger/vecka | 3–4 gånger/vecka | 1–2 gånger/vecka | Mer sällan | Aldrig;7
1509;hur ofta tittar på nordic;1992, 1993;2;Har ej tillgång | Tittar dagligen | Tittar 5–6 gånger/vecka | 3–4 gånger/vecka | 1–2 gånger/vecka | Mer sällan | Aldrig;7
1363;hur ofta tittar på nordic channel;1991;1;Har ej tillgång | Tittar dagligen | Tittar 5–6 gånger/vecka | 3–4 gånger/vecka | 1–2 gånger/vecka | Mer sällan | Aldrig;6
16691;har du någon fysisk, psykisk eller intellektuell funktionsnedsättning;2022;1;Har en funktionsnedsättning | Har inte en funktionsnedsättning | Vet inte;3
16708;hur nöjd är du med antalet besök på följande under de senaste 12 mån? dansföreställning;2022;1;Har inte besökt och är nöjd med det | Har inte besökt men skulle vilja besöka | Har besökt och är nöjd med antalet besök | Har besökt, men skulle vilja besöka fler gånger | Har besökt,men hade velat besökt färre gånger;5
16794;nöjdhet med antalet besök senaste 12 mån bibliotek;2022;1;Har inte besökt och är nöjd med det | Har inte besökt men skulle vilja besöka | Har besökt och är nöjd med antalet besök | Har besökt, men skulle vilja besöka fler gånger | Har besökt,men hade velat besökt färre gånger;5
16795;nöjdhet med antalet besök senaste 12 mån bio;2022;1;Har inte besökt och är nöjd med det | Har inte besökt men skulle vilja besöka | Har besökt och är nöjd med antalet besök | Har besökt, men skulle vilja besöka fler gånger | Har besökt,men hade velat besökt färre gånger;5
16796;nöjdhet med antalet besök senaste 12 mån hemslöjdsmarknad/utställning;2022;1;Har inte besökt och är nöjd med det | Har inte besökt men skulle vilja besöka | Har besökt och är nöjd med antalet besök | Har besökt, men skulle vilja besöka fler gånger | Har besökt,men hade velat besökt färre gånger;5
16797;nöjdhet med antalet besök senaste 12 mån konsert;2022;1;Har inte besökt och är nöjd med det | Har inte besökt men skulle vilja besöka | Har besökt och är nöjd med antalet besök | Har besökt, men skulle vilja besöka fler gånger | Har besökt,men hade velat besökt färre gånger;5
16798;nöjdhet med antalet besök senaste 12 mån konstutställning;2022;1;Har inte besökt och är nöjd med det | Har inte besökt men skulle vilja besöka | Har besökt och är nöjd med antalet besök | Har besökt, men skulle vilja besöka fler gånger | Har besökt,men hade velat besökt färre gånger;5
16799;nöjdhet med antalet besök senaste 12 mån museum;2022;1;Har inte besökt och är nöjd med det | Har inte besökt men skulle vilja besöka | Har besökt och är nöjd med antalet besök | Har besökt, men skulle vilja besöka fler gånger | Har besökt,men hade velat besökt färre gånger;5
16800;nöjdhet med antalet besök senaste 12 mån opera eller konsert med klassisk musik;2022;1;Har inte besökt och är nöjd med det | Har inte besökt men skulle vilja besöka | Har besökt och är nöjd med antalet besök | Har besökt, men skulle vilja besöka fler gånger | Har besökt,men hade velat besökt färre gånger;5
16801;nöjdhet med antalet besök senaste 12 mån teaterföreställning;2022;1;Har inte besökt och är nöjd med det | Har inte besökt men skulle vilja besöka | Har besökt och är nöjd med antalet besök | Har besökt, men skulle vilja besöka fler gånger | Har besökt,men hade velat besökt färre gånger;5
17334;om användarkonto avstängt, fått information om hur man överklagar avstängningen;2023;1;Har inte fått mitt konto avstängt | Nej, jag har inte fått information | Ja, jag har fått information | Vet ej;4
17335;om användarkonto avstängt, fått information om varför du blev avstängd;2023;1;Har inte fått mitt konto avstängt | Nej, jag har inte fått information | Ja, jag har fått information | Vet ej;4
17660;om ditt användarkonto blivit avstängt, har du då fått information om hur man överklagar avstängningen;2024;1;Har inte fått mitt konto avstängt | Nej, jag har inte fått information | Ja, jag har fått information | Vet ej;4
17661;om ditt användarkonto blivit avstängt, har du då fått information om varför du blev avstängd;2024;1;Har inte fått mitt konto avstängt | Nej, jag har inte fått information | Ja, jag har fått information | Vet ej;4
13744;har telefonnummer;2015;1;Har inte nr | Har nr;2
16698;har du under gjort de senaste 12 månaderna: svarat på någon annan frågeundersökning;2022;1;Har inte svarat | Har svarat på en | Har svarat på flera;3
4030;kontakt med arbetsförmedlingen;1999, 2001;2;Har varit i kontakt med | Har inte varit i kontakt med;2
4031;kontakt med försäkringskassan;1999, 2001;2;Har varit i kontakt med | Har inte varit i kontakt med;2
5441;kontakt med sjukvården;2001;1;Har varit i kontakt med | Har inte varit i kontakt med;2
5442;kontakt med socialtjänsten;2001;1;Har varit i kontakt med | Har inte varit i kontakt med;2
4876;om med fler har de samarbetat med varandra;2000;1;Har varit i kontakt med | Har inte varit i kontakt med;2
5473;serviceverksamheterna, har de samarbetat med varandra i ditt ärende;2001;1;Har varit i kontakt med | Har inte varit i kontakt med;2
4954;varit i kontakt med - arbetsförmedlingen;2000;1;Har varit i kontakt med | Har inte varit i kontakt med;2
4955;varit i kontakt med - försäkringskassan;2000;1;Har varit i kontakt med | Har inte varit i kontakt med;2
4956;varit i kontakt med - sjukvården;2000;1;Har varit i kontakt med | Har inte varit i kontakt med;2
4957;varit i kontakt med - socialtjänsten;2000;1;Har varit i kontakt med | Har inte varit i kontakt med;2
4984;är du för närvarande sjukskriven;2000;1;Har varit sjkskriven i mindre än 1 månad | Har varit sjukskriven i 1–2 månader | Har varit sjukskriven i 2–6 månader | Har varit sjukskriven i 6–12 månader | Har varit sjukskriven i mer än 12 månader | Nej;6
5748;vilket yrke har du;2002, 2003, 2004;3;Har yrke | Har aldrig yrkesarbetat;2
8827;vilket är/var ditt huvudsakliga yrke;2006;1;Har yrke | Har aldrig yrkesarbetat;2
62;yrke;1986, 1987, 1988, 1989, 1990, 1991, 1992, 1993, 1994, 1995, 1996, 1998, 2000, 2001, 2003, 2005;16;Har yrke | Har aldrig yrkesarbetat;2
12746;om du tänker på gårdagen, hur ofta kände du dig:- avspänd;2013;1;Hela dagen | Mer än halva dagen | Mindre än halva dagen | Inte alls;4
12747;om du tänker på gårdagen, hur ofta kände du dig:- engagerad;2013;1;Hela dagen | Mer än halva dagen | Mindre än halva dagen | Inte alls;4
12748;om du tänker på gårdagen, hur ofta kände du dig:- ledsen;2013;1;Hela dagen | Mer än halva dagen | Mindre än halva dagen | Inte alls;4
12749;om du tänker på gårdagen, hur ofta kände du dig:- spänd;2013;1;Hela dagen | Mer än halva dagen | Mindre än halva dagen | Inte alls;4
12750;om du tänker på gårdagen, hur ofta kände du dig:- uttråkad;2013;1;Hela dagen | Mer än halva dagen | Mindre än halva dagen | Inte alls;4
12751;om du tänker på gårdagen, hur ofta kände du om du tänker på gårdagen, hur ofta kände du dig:- glad;2013;1;Hela dagen | Mer än halva dagen | Mindre än halva dagen | Inte alls;4
13147;den senaste veckan, hur ofta kände du dig? avspänd;2014;1;Hela veckan | Mer än halva veckan | Mindre än halva veckan | Inte alls;4
13148;den senaste veckan, hur ofta kände du dig? engagerad;2014;1;Hela veckan | Mer än halva veckan | Mindre än halva veckan | Inte alls;4
13149;den senaste veckan, hur ofta kände du dig? glad;2014;1;Hela veckan | Mer än halva veckan | Mindre än halva veckan | Inte alls;4
13150;den senaste veckan, hur ofta kände du dig? ledsen;2014;1;Hela veckan | Mer än halva veckan | Mindre än halva veckan | Inte alls;4
13151;den senaste veckan, hur ofta kände du dig? spänd;2014;1;Hela veckan | Mer än halva veckan | Mindre än halva veckan | Inte alls;4
13152;den senaste veckan, hur ofta kände du dig? uttråkad;2014;1;Hela veckan | Mer än halva veckan | Mindre än halva veckan | Inte alls;4
13119;beteenden är acceptabla respektive oacceptabla? använda bilder som andra laddat upp på internet;2014;1;Helt acceptabelt | Delvis acceptabelt | Delvis oacceptabelt | Helt oacceptabelt | Ingen uppfattning;5
13120;beteenden är acceptabla respektive oacceptabla? använda en påhittad identitet på internet;2014;1;Helt acceptabelt | Delvis acceptabelt | Delvis oacceptabelt | Helt oacceptabelt | Ingen uppfattning;5
13121;beteenden är acceptabla respektive oacceptabla? använda högtalartelefon utan att först be den man pratar med om lov;2014;1;Helt acceptabelt | Delvis acceptabelt | Delvis oacceptabelt | Helt oacceptabelt | Ingen uppfattning;5
13122;beteenden är acceptabla respektive oacceptabla? använda mobilen medan man äter middag med sin partner;2014;1;Helt acceptabelt | Delvis acceptabelt | Delvis oacceptabelt | Helt oacceptabelt | Ingen uppfattning;5
13123;beteenden är acceptabla respektive oacceptabla? förbättra foton av sig själv innan man lägger ut dem i sociala medier;2014;1;Helt acceptabelt | Delvis acceptabelt | Delvis oacceptabelt | Helt oacceptabelt | Ingen uppfattning;5
13124;beteenden är acceptabla respektive oacceptabla? prata om sitt privatliv i mobil så att andra hör;2014;1;Helt acceptabelt | Delvis acceptabelt | Delvis oacceptabelt | Helt oacceptabelt | Ingen uppfattning;5
13125;beteenden är acceptabla respektive oacceptabla? tagga eller checka in andra personer i sociala medier utan att först be om lov;2014;1;Helt acceptabelt | Delvis acceptabelt | Delvis oacceptabelt | Helt oacceptabelt | Ingen uppfattning;5
9490;hur viktiga anser du att biblioteken är för att ett modernt samhälle ska fungera;2008, 2009, 2010;3;Helt avgörande | Mycket viktiga | Ganska viktiga | Inte särskilt viktiga | Inte alls viktiga;5
5387;hur viktiga är biblioteken för att ett modernt samhälle skall fungera;2001;1;Helt avgörande | Mycket viktiga | Ganska viktiga | Inte särskilt viktiga | Inte alls viktiga;5
3403;hur viktiga anser du att biblioteken är för att ett modernt samhälle skall fungera;1998;1;Helt avgörande | Mycket viktigt | Ganska viktig | Inte särskilt | Inte alls viktiga;5
2845;hur skulle du värdera betydelsen av att massmedierna kritiskt granskar det som händer i politiken för att ett;1997;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
2846;hur skulle du värdera betydelsen av att människor engagerar sig i politiken för att ett modernt samhälle skal;1997;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
2847;hur skulle du värdera betydelsen av att människor sätter sig in i politiska frågor för att ett modernt samhäl;1997;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
2848;hur skulle du värdera betydelsen av att människorna följer med nyheterna i press, radio och tv för att ett mo;1997;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
2849;hur skulle du värdera betydelsen av att politikerna lyssnar på opinionen för att ett modernt samhälle skall f;1997;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
2850;hur skulle du värdera betydelsen av att politikerna söker bilda opinion för att ett modernt samhälle skall fu;1997;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
2851;hur skulle du värdera betydelsen av hur skulle du värdera betydelsen av att människor röstar i politiska val för att ett modernt samhälle skall f;1997;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
11262;viktigt för ditt personliga välbefinnande - allmänbildning;2010;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
11263;viktigt för ditt personliga välbefinnande - att hjälpa andra;2010;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
11264;viktigt för ditt personliga välbefinnande - att se bra ut;2010;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
11265;viktigt för ditt personliga välbefinnande - att vara snyggt klädd;2010;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
11266;viktigt för ditt personliga välbefinnande - en religiös tro;2010;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
11267;viktigt för ditt personliga välbefinnande - en rik fritid;2010;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
11268;viktigt för ditt personliga välbefinnande - en trygg boendemiljö;2010;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
11269;viktigt för ditt personliga välbefinnande - ett bra boende;2010;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
11270;viktigt för ditt personliga välbefinnande - ett kärleksförhållande;2010;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
11271;viktigt för ditt personliga välbefinnande - ett meningsfullt arbete;2010;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
11272;viktigt för ditt personliga välbefinnande - familjen;2010;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
11273;viktigt för ditt personliga välbefinnande - framgång i arbete/studier;2010;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
11274;viktigt för ditt personliga välbefinnande - god hälsa;2010;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
11275;viktigt för ditt personliga välbefinnande - god privatekonomi;2010;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
11276;viktigt för ditt personliga välbefinnande - goda vänner;2010;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
11277;viktigt för ditt personliga välbefinnande - inre harmoni;2010;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
11278;viktigt för ditt personliga välbefinnande - motion/träning;2010;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
11279;viktigt för ditt personliga välbefinnande - naturupplevelser;2010;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
11280;viktigt för ditt personliga välbefinnande - politiskt engagemang;2010;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
11281;viktigt för ditt personliga välbefinnande - socialt anseende;2010;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
11282;viktigt för ditt personliga välbefinnande - spänning i tillvaron;2010;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
10723;viktigt för personliga välbefinnandet allmänbildning;2009;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
10724;viktigt för personliga välbefinnandet att hjälpa andra;2009;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
10725;viktigt för personliga välbefinnandet att se bra ut;2009;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
10726;viktigt för personliga välbefinnandet att vara snyggt klädd;2009;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
10727;viktigt för personliga välbefinnandet en religiös tro;2009;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
10728;viktigt för personliga välbefinnandet en rik fritid;2009;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
10729;viktigt för personliga välbefinnandet en trygg boendemiljö;2009;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
10730;viktigt för personliga välbefinnandet ett bra boende;2009;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
10731;viktigt för personliga välbefinnandet ett kärleksförhållande;2009;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
10732;viktigt för personliga välbefinnandet ett meningsfullt arbete;2009;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
10733;viktigt för personliga välbefinnandet familjen;2009;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
10734;viktigt för personliga välbefinnandet framgång i arbete/studier;2009;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
10735;viktigt för personliga välbefinnandet god hälsa;2009;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
10736;viktigt för personliga välbefinnandet god privatekonomi;2009;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
10737;viktigt för personliga välbefinnandet goda vänner;2009;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
10738;viktigt för personliga välbefinnandet inre harmoni;2009;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
10739;viktigt för personliga välbefinnandet motion/träning;2009;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
10740;viktigt för personliga välbefinnandet naturupplevelser;2009;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
10741;viktigt för personliga välbefinnandet politiskt engagemang;2009;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
10742;viktigt för personliga välbefinnandet socialt anseende;2009;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
10743;viktigt för personliga välbefinnandet spänning i tillvaron;2009;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
9969;viktigt för personligt tvälbefinnande - naturupplevelser;2008;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
9970;viktigt för personligt välbefinnande - allmänbildning;2008;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
9971;viktigt för personligt välbefinnande - att hjälpa andra;2008;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
9972;viktigt för personligt välbefinnande - att se bra ut;2008;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
9973;viktigt för personligt välbefinnande - att vara snyggt klädd;2008;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
9974;viktigt för personligt välbefinnande - en religiös tro;2008;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
9975;viktigt för personligt välbefinnande - en rik fritid;2008;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
9976;viktigt för personligt välbefinnande - en trygg boendemiljö;2008;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
9977;viktigt för personligt välbefinnande - ett bra boende;2008;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
9978;viktigt för personligt välbefinnande - ett kärleksförhållande;2008;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
9979;viktigt för personligt välbefinnande - ett meningsfullt arbete;2008;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
9980;viktigt för personligt välbefinnande - familjen;2008;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
9981;viktigt för personligt välbefinnande - framgång i arbete/studier;2008;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
9982;viktigt för personligt välbefinnande - god hälsa;2008;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
9983;viktigt för personligt välbefinnande - god privatekonomi;2008;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
9984;viktigt för personligt välbefinnande - goda vänner;2008;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
9985;viktigt för personligt välbefinnande - inre harmoni;2008;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
9986;viktigt för personligt välbefinnande - motion/träning;2008;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
9987;viktigt för personligt välbefinnande - politiskt engagemang;2008;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
9988;viktigt för personligt välbefinnande - socialt anseende;2008;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
9989;viktigt för personligt välbefinnande - spänning i tillvaron;2008;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt;5
9994;viktigt vid val var man bor - att jag är rotad här;2008;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt | Ej aktuellt;6
9995;viktigt vid val var man bor - att min partner/sambo bor/bodde här;2008;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt | Ej aktuellt;6
9996;viktigt vid val var man bor - att mitt/mina barn bor här;2008;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt | Ej aktuellt;6
9997;viktigt vid val var man bor - bor hos föräldrar;2008;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt | Ej aktuellt;6
9998;viktigt vid val var man bor - bra skola, vård och omsorg;2008;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt | Ej aktuellt;6
9999;viktigt vid val var man bor - bra vägar och kommunikationer;2008;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt | Ej aktuellt;6
10000;viktigt vid val var man bor - god mobiltäckning/bredband;2008;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt | Ej aktuellt;6
10001;viktigt vid val var man bor - kommunens skattesats;2008;1;Helt avgörande | Mycket viktigt | Ganska viktigt | Inte särskilt viktigt | Inte alls viktigt | Ej aktuellt;6
