question_id;question_text;parent_question;item;years;num_years;response_alternatives;num_responses;should_group_with;notes
15929;vilken utsträckning instämmer du i följande påståenden om ditt senaste besök? väntetiden var acceptabel;;;2020;1;Kryss | Ej kryss;2;;
8951;yrkesgrupp , ombyggd till singelvariabel;yrkesgrupp;;2007, 2008, 2009, 2010, 2011;5;Kryss | Ej kryss;2;;
11787;yrkesgrupp , omgjord till fem kategorier;yrkesgrupp;;2011;1;Kryss | Ej kryss;2;;
8992;yrkesgrupp arbetare;yrkesgrupp;;2007, 2008, 2009, 2010, 2011, 2012;6;Kryss | Ej kryss;2;;
8993;yrkesgrupp arbetare med arbetsledande funktion;yrkesgrupp;;2007, 2008, 2009, 2010, 2011, 2012;6;Kryss | Ej kryss;2;;
8994;yrkesgrupp företagare 10 eller fler anställda;yrkesgrupp;;2007, 2008, 2009, 2010, 2011, 2012;6;Kryss | Ej kryss;2;;
8952;yrkesgrupp företagare 1-9 anställda;yrkesgrupp;;2007, 2008, 2010, 2011;4;Kryss | Ej kryss;2;;
10032;yrkesgrupp företagare 1–9 anställda;yrkesgrupp;;2009, 2012;2;Kryss | Ej kryss;2;;
8995;yrkesgrupp företagare ingen anställd;yrkesgrupp;;2007, 2008, 2009, 2010, 2011, 2012;6;Kryss | Ej kryss;2;;
12244;yrkesgrupp hör/hörde du till;yrkesgrupp;;2012;1;Kryss | Ej kryss;2;;
8996;yrkesgrupp jordbrukare en eller flera anställda;yrkesgrupp;;2007, 2008, 2009, 2010, 2011, 2012;6;Kryss | Ej kryss;2;;
8997;yrkesgrupp jordbrukare ingen anställd;yrkesgrupp;;2007, 2008, 2009, 2010, 2011, 2012;6;Kryss | Ej kryss;2;;
8998;yrkesgrupp tjänsteman;yrkesgrupp;;2007, 2008, 2009, 2010, 2011, 2012;6;Kryss | Ej kryss;2;;
8999;yrkesgrupp tjänsteman med arbetsledande funktion;yrkesgrupp;;2007, 2008, 2009, 2010, 2011, 2012;6;Kryss | Ej kryss;2;;
9509;yrkesgrupp tjänsteman med företags-/verksamhetsledande funktion;yrkesgrupp;;2008, 2009, 2010, 2011, 2012;5;Kryss | Ej kryss;2;;
16938;åtgärder i syfte att minska energiåtgången byte av uppvärmningssystem;åtgärder i syfte att minska energiåtgången;;2022;1;Kryss | Ej kryss;2;;
16939;åtgärder i syfte att minska energiåtgången energieffektiva fönster;åtgärder i syfte att minska energiåtgången;;2022;1;Kryss | Ej kryss;2;;
16940;åtgärder i syfte att minska energiåtgången har du, under de senaste 10 åren genomfört genomfört några åtgärder i syfte att minska energiåtgången i fritidshuset;åtgärder i syfte att minska energiåtgången;;2022;1;Kryss | Ej kryss;2;;
16941;åtgärder i syfte att minska energiåtgången tilläggsisolering av golv/grund;åtgärder i syfte att minska energiåtgången;;2022;1;Kryss | Ej kryss;2;;
16942;åtgärder i syfte att minska energiåtgången tilläggsisolering fasad;åtgärder i syfte att minska energiåtgången;;2022;1;Kryss | Ej kryss;2;;
16943;åtgärder i syfte att minska energiåtgången tilläggsisolering tak/vind;åtgärder i syfte att minska energiåtgången;;2022;1;Kryss | Ej kryss;2;;
12957;är din tjänst en tidsbegränsad anställning;;;2013;1;Kryss | Ej kryss;2;;
12958;är din tjänst en tillsvidareanställning;;;2013;1;Kryss | Ej kryss;2;;
15956;är du eller någon i din närmaste omgivning gravid just nu? ja, en annan person;är du eller någon i din närmaste omgivning gravid just nu;;2020;1;Kryss | Ej kryss;2;;
15957;är du eller någon i din närmaste omgivning gravid just nu? ja, jag själv;är du eller någon i din närmaste omgivning gravid just nu;;2020;1;Kryss | Ej kryss;2;;
15958;är du eller någon i din närmaste omgivning gravid just nu? ja, min partner;är du eller någon i din närmaste omgivning gravid just nu;;2020;1;Kryss | Ej kryss;2;;
15959;är du eller någon i din närmaste omgivning gravid just nu? ja, mitt barn;är du eller någon i din närmaste omgivning gravid just nu;;2020;1;Kryss | Ej kryss;2;;
15960;är du eller någon i din närmaste omgivning gravid just nu? ja, mitt barns partner;är du eller någon i din närmaste omgivning gravid just nu;;2020;1;Kryss | Ej kryss;2;;
15961;är du eller någon i din närmaste omgivning gravid just nu? ja, mitt syskon;är du eller någon i din närmaste omgivning gravid just nu;;2020;1;Kryss | Ej kryss;2;;
15962;är du eller någon i din närmaste omgivning gravid just nu? nej, inte vad jag vet;är du eller någon i din närmaste omgivning gravid just nu;;2020;1;Kryss | Ej kryss;2;;
14466;överväger du att rösta på i nästa riksdagsval - annat parti;överväger du att rösta på i nästa riksdagsval;;2016;1;Kryss | Ej kryss;2;;
14467;överväger du att rösta på i nästa riksdagsval - centerpartiet (c);överväger du att rösta på i nästa riksdagsval;;2016;1;Kryss | Ej kryss;2;;
14468;överväger du att rösta på i nästa riksdagsval - feministiskt initiativ (fi);överväger du att rösta på i nästa riksdagsval;;2016;1;Kryss | Ej kryss;2;;
14469;överväger du att rösta på i nästa riksdagsval - kristdemokraterna (kd);överväger du att rösta på i nästa riksdagsval;;2016;1;Kryss | Ej kryss;2;;
14470;överväger du att rösta på i nästa riksdagsval - liberalerna (l);överväger du att rösta på i nästa riksdagsval;;2016;1;Kryss | Ej kryss;2;;
14471;överväger du att rösta på i nästa riksdagsval - miljöpartiet (mp);överväger du att rösta på i nästa riksdagsval;;2016;1;Kryss | Ej kryss;2;;
14472;överväger du att rösta på i nästa riksdagsval - moderaterna (m);överväger du att rösta på i nästa riksdagsval;;2016;1;Kryss | Ej kryss;2;;
14473;överväger du att rösta på i nästa riksdagsval - socialdemokraterna (s);överväger du att rösta på i nästa riksdagsval;;2016;1;Kryss | Ej kryss;2;;
14474;överväger du att rösta på i nästa riksdagsval - sverigedemokraterna (sd);överväger du att rösta på i nästa riksdagsval;;2016;1;Kryss | Ej kryss;2;;
14475;överväger du att rösta på i nästa riksdagsval - vet inte;överväger du att rösta på i nästa riksdagsval;;2016;1;Kryss | Ej kryss;2;;
14476;överväger du att rösta på i nästa riksdagsval - vänsterpartiet (v);överväger du att rösta på i nästa riksdagsval;;2016;1;Kryss | Ej kryss;2;;
14477;överväger du att rösta på i nästa riksdagsval - är ej röstberättigad;överväger du att rösta på i nästa riksdagsval;;2016;1;Kryss | Ej kryss;2;;
14478;överväger du att rösta på i nästa riksdagsval - överväger att inte rösta i nästa riksdagsval;överväger du att rösta på i nästa riksdagsval;;2016;1;Kryss | Ej kryss;2;;
14479;överväger du att rösta på i nästa riksdagsval - överväger att rösta blankt;överväger du att rösta på i nästa riksdagsval;;2016;1;Kryss | Ej kryss;2;;
284;bästa parti - annat parti;;;1987, 1992, 1994, 1995;4;Kryss | Ej kryss;2;;
285;bästa parti - centerpartiet;;;1987, 1992, 1994, 1995;4;Kryss | Ej kryss;2;;
286;bästa parti - folkpartiet;;;1987, 1994, 1995;3;Kryss | Ej kryss;2;;
1642;bästa parti - folkpartiet liberalerna;bästa parti;;1992;1;Kryss | Ej kryss;2;;
1946;bästa parti - kds;;;1994, 1995;2;Kryss | Ej kryss;2;;
1643;bästa parti - kds-kristdemokratiska samhällspartiet;bästa parti;;1992;1;Kryss | Ej kryss;2;;
1947;bästa parti - miljöpartiet;;;1994, 1995;2;Kryss | Ej kryss;2;;
1644;bästa parti - miljöpartiet de gröna;bästa parti;;1992;1;Kryss | Ej kryss;2;;
279;bästa parti - moderata samlingspartiet;bästa parti;;1987, 1992;2;Kryss | Ej kryss;2;;
1948;bästa parti - moderaterna;;;1994, 1995;2;Kryss | Ej kryss;2;;
1524;bästa parti - ny demokrati;;;1992, 1994;2;Kryss | Ej kryss;2;;
287;bästa parti - socialdemokraterna;;;1987, 1992, 1994, 1995;4;Kryss | Ej kryss;2;;
1557;bästa parti - vänsterpartiet;;;1992, 1994, 1995;3;Kryss | Ej kryss;2;;
1657;ej röstberättigad;;;1992;1;Kryss | Ej kryss;2;;
2399;facklig organisation - icke-medlem;facklig organisation;;1996;1;Kryss | Ej kryss;2;;
2400;facklig organisation - medlem med uppdrag;facklig organisation;;1996;1;Kryss | Ej kryss;2;;
2401;facklig organisation - medlem, ej varit på möte senaste året;facklig organisation;;1996;1;Kryss | Ej kryss;2;;
2402;facklig organisation - medlem, har varit på möte senaste året;facklig organisation;;1996;1;Kryss | Ej kryss;2;;
2426;har ej persondator;;;1996;1;Kryss | Ej kryss;2;;
2469;hyresgästförening - icke-medlem;hyresgästförening;;1996;1;Kryss | Ej kryss;2;;
2470;hyresgästförening - medlem med uppdrag;hyresgästförening;;1996;1;Kryss | Ej kryss;2;;
2471;hyresgästförening - medlem, ej varit på möte senaste året;hyresgästförening;;1996;1;Kryss | Ej kryss;2;;
2472;hyresgästförening - medlem, har varit på möte senaste året;hyresgästförening;;1996;1;Kryss | Ej kryss;2;;
2473;idrotts- eller friluftsförening - icke-medlem;idrotts- eller friluftsförening;;1996;1;Kryss | Ej kryss;2;;
2474;idrotts- eller friluftsförening - medlem med uppdrag;idrotts- eller friluftsförening;;1996;1;Kryss | Ej kryss;2;;
2475;idrotts- eller friluftsförening - medlem, ej varit på möte senaste året;idrotts- eller friluftsförening;;1996;1;Kryss | Ej kryss;2;;
2476;idrotts- eller friluftsförening - medlem, har varit på möte senaste året;idrotts- eller friluftsförening;;1996;1;Kryss | Ej kryss;2;;
2496;konsumentkooperativ - icke-medlem;konsumentkooperativ;;1996;1;Kryss | Ej kryss;2;;
2497;konsumentkooperativ - medlem med uppdrag;konsumentkooperativ;;1996;1;Kryss | Ej kryss;2;;
2498;konsumentkooperativ - medlem, ej varit på möte senaste året;konsumentkooperativ;;1996;1;Kryss | Ej kryss;2;;
2499;konsumentkooperativ - medlem, har varit på möte senaste året;konsumentkooperativ;;1996;1;Kryss | Ej kryss;2;;
2500;kulturförening - icke-medlem;kulturförening;;1996;1;Kryss | Ej kryss;2;;
2501;kulturförening - medlem med uppdrag;kulturförening;;1996;1;Kryss | Ej kryss;2;;
2502;kulturförening - medlem, ej varit på möte senaste året;kulturförening;;1996;1;Kryss | Ej kryss;2;;
2503;kulturförening - medlem, har varit på möte senaste året;kulturförening;;1996;1;Kryss | Ej kryss;2;;
2506;miljöorganisation - icke-medlem;miljöorganisation;;1996;1;Kryss | Ej kryss;2;;
2507;miljöorganisation - medlem med uppdrag;miljöorganisation;;1996;1;Kryss | Ej kryss;2;;
2508;miljöorganisation - medlem, ej varit på möte senaste året;miljöorganisation;;1996;1;Kryss | Ej kryss;2;;
2509;miljöorganisation - medlem, har varit på möte senaste året;miljöorganisation;;1996;1;Kryss | Ej kryss;2;;
1969;näst bästa parti - annat parti;;;1994, 1995;2;Kryss | Ej kryss;2;;
1970;näst bästa parti - centerpartiet;;;1994, 1995;2;Kryss | Ej kryss;2;;
1971;näst bästa parti - folkpartiet;;;1994, 1995;2;Kryss | Ej kryss;2;;
1972;näst bästa parti - kds;;;1994, 1995;2;Kryss | Ej kryss;2;;
1973;näst bästa parti - miljöpartiet;;;1994, 1995;2;Kryss | Ej kryss;2;;
1974;näst bästa parti - moderaterna;;;1994, 1995;2;Kryss | Ej kryss;2;;
2094;näst bästa parti - ny demokrati;;;1994;1;Kryss | Ej kryss;2;;
1975;näst bästa parti - socialdemokraterna;;;1994, 1995;2;Kryss | Ej kryss;2;;
1976;näst bästa parti - vänsterpartiet;;;1994, 1995;2;Kryss | Ej kryss;2;;
1686;om kommunfullmäktigeval idag, skulle du rösta på - annat parti;;;1992;1;Kryss | Ej kryss;2;;
1687;om kommunfullmäktigeval idag, skulle du rösta på - centerpartiet;;;1992;1;Kryss | Ej kryss;2;;
1688;om kommunfullmäktigeval idag, skulle du rösta på - folkpartiet liberalerna;;;1992;1;Kryss | Ej kryss;2;;
1689;om kommunfullmäktigeval idag, skulle du rösta på - kds-kristdemokratiska samhällspartiet;;;1992;1;Kryss | Ej kryss;2;;
1690;om kommunfullmäktigeval idag, skulle du rösta på - miljöpartiet de gröna;;;1992;1;Kryss | Ej kryss;2;;
1691;om kommunfullmäktigeval idag, skulle du rösta på - moderata samlingspartiet;;;1992;1;Kryss | Ej kryss;2;;
1692;om kommunfullmäktigeval idag, skulle du rösta på - ny demokrati;;;1992;1;Kryss | Ej kryss;2;;
1693;om kommunfullmäktigeval idag, skulle du rösta på - socialdemokraterna;;;1992;1;Kryss | Ej kryss;2;;
1694;om kommunfullmäktigeval idag, skulle du rösta på - vänsterpartiet;;;1992;1;Kryss | Ej kryss;2;;
1695;om riksdagsval idag, skulle du rösta på - annat parti;;;1992;1;Kryss | Ej kryss;2;;
2513;pensionärsorganisation - icke-medlem;pensionärsorganisation;;1996;1;Kryss | Ej kryss;2;;
2514;pensionärsorganisation - medlem med uppdrag;pensionärsorganisation;;1996;1;Kryss | Ej kryss;2;;
2515;pensionärsorganisation - medlem, ej varit på möte senaste året;pensionärsorganisation;;1996;1;Kryss | Ej kryss;2;;
2516;pensionärsorganisation - medlem, har varit på möte senaste året;pensionärsorganisation;;1996;1;Kryss | Ej kryss;2;;
1228;utrustning i hushållet bil, märke och modell;;;1991, 1992, 1993, 1994, 1995, 1996;6;Kryss | Ej kryss;2;;
1229;utrustning i hushållet cd-spelare;;;1991, 1992, 1993, 1994, 1995, 1996;6;Kryss | Ej kryss;2;;
1616;utrustning i hushållet fax;;;1992, 1993, 1994, 1995, 1996;5;Kryss | Ej kryss;2;;
1846;utrustning i hushållet fritidshus;;;1993, 1994, 1995, 1996;4;Kryss | Ej kryss;2;;
1723;utrustning i hushållet hemdator/speldator;;;1992;1;Kryss | Ej kryss;2;;
1230;utrustning i hushållet kabel-tv;;;1991, 1992, 1993, 1994, 1995, 1996;6;Kryss | Ej kryss;2;;
1847;utrustning i hushållet mikrovågsugn;;;1993, 1994, 1995, 1996;4;Kryss | Ej kryss;2;;
1848;utrustning i hushållet mobiltelefon;;;1993, 1994, 1995, 1996;4;Kryss | Ej kryss;2;;
1231;utrustning i hushållet parabol-antenn;;;1991, 1992, 1993, 1994, 1995, 1996;6;Kryss | Ej kryss;2;;
1232;utrustning i hushållet persondator;;;1991, 1992, 1993, 1994, 1995, 1996;6;Kryss | Ej kryss;2;;
1849;utrustning i hushållet telefon/er;;;1993, 1994, 1995, 1996;4;Kryss | Ej kryss;2;;
1850;utrustning i hushållet telefonsvarare;;;1993, 1994, 1995, 1996;4;Kryss | Ej kryss;2;;
1233;utrustning i hushållet text-tv;;;1991, 1992, 1993, 1994, 1995, 1996;6;Kryss | Ej kryss;2;;
1851;utrustning i hushållet tv-apparat/er;;;1993, 1994, 1995, 1996;4;Kryss | Ej kryss;2;;
1234;utrustning i hushållet video;;;1991, 1992, 1993, 1994, 1995, 1996;6;Kryss | Ej kryss;2;;
1156;utrustning i hushållet videokamera;;;1991, 1992;2;Kryss | Ej kryss;2;;
1797;varför upphöra pren - allt så dyrt;;;1993, 1994, 1995;3;Kryss | Ej kryss;2;;
2303;varför upphöra pren - annat skäl;;;1995;1;Kryss | Ej kryss;2;;
1798;varför upphöra pren - dålig bevakning av kommunnyheter;;;1993, 1994, 1995;3;Kryss | Ej kryss;2;;
1799;varför upphöra pren - dålig tidningsutdelning;;;1993, 1994, 1995;3;Kryss | Ej kryss;2;;
1800;varför upphöra pren - ej tid läsa;;;1993, 1994, 1995;3;Kryss | Ej kryss;2;;
1801;varför upphöra pren - ej tillräckligt bra innehåll;;;1993, 1994, 1995;3;Kryss | Ej kryss;2;;
1802;varför upphöra pren - flyttade från orten;;;1993, 1994, 1995;3;Kryss | Ej kryss;2;;
1803;varför upphöra pren - för lite annonser;;;1993, 1994, 1995;3;Kryss | Ej kryss;2;;
1804;varför upphöra pren - kan låna av bekant/granne;;;1993, 1994, 1995;3;Kryss | Ej kryss;2;;
1805;varför upphöra pren - lokal information i radio och tv;;;1993, 1994, 1995;3;Kryss | Ej kryss;2;;
1806;varför upphöra pren - politiska linje passar ej;;;1993, 1994, 1995;3;Kryss | Ej kryss;2;;
1807;varför upphöra pren - prenumerationspriset höjts;;;1993, 1994, 1995;3;Kryss | Ej kryss;2;;
1808;varför upphöra pren - tidningen förändrad;;;1993, 1994, 1995;3;Kryss | Ej kryss;2;;
1978;varför upphöra pren - tillgång till tidning arbete/skola;;;1994, 1995;2;Kryss | Ej kryss;2;;
1937;varför upphöra pren - tillgång till tidning arbette/skola;;;1993;1;Kryss | Ej kryss;2;;
2168;vilken utrustning till persondator - cd-rom-enhet;;;1995, 1996;2;Kryss | Ej kryss;2;;
2169;vilken utrustning till persondator - internet-anslutning;;;1995, 1996;2;Kryss | Ej kryss;2;;
2170;vilken utrustning till persondator - modem;;;1995, 1996;2;Kryss | Ej kryss;2;;
2171;vilken utrustning till persondator - personlig e-mail adress;;;1995, 1996;2;Kryss | Ej kryss;2;;
4225;antal mobiltelefoner;;;1999;1;Kryss | Ej kryss;2;;
1989;antal telefoner;;;1994, 1995, 1996, 1999;4;Kryss | Ej kryss;2;;
1990;antal tv-apparater;;;1994, 1995, 1996, 1999;4;Kryss | Ej kryss;2;;
4226;antal vuxna i hushållet;;;1999;1;Kryss | Ej kryss;2;;
2639;barn, 16-18 år;barn,;;1997, 1999;2;Kryss | Ej kryss;2;;
406;bästa parti - kds - kristen demokratisk samling;;;1987;1;Kryss | Ej kryss;2;;
407;bästa parti - miljöpartiet - de gröna;;;1987;1;Kryss | Ej kryss;2;;
408;bästa parti - vänsterpartiet kommunisterna;;;1987;1;Kryss | Ej kryss;2;;
551;om nej, hur har du då tillgång annat sätt;;;1987;1;Kryss | Ej kryss;2;;
552;om nej, hur har du då tillgång köper lösnummer;;;1987;1;Kryss | Ej kryss;2;;
556;om nej, hur har du då tillgång lånar av bekant;;;1987;1;Kryss | Ej kryss;2;;
553;om nej, hur har du då tillgång läser hos bekant;;;1987;1;Kryss | Ej kryss;2;;
554;om nej, hur har du då tillgång läser på arbetet/skolan;;;1987;1;Kryss | Ej kryss;2;;
555;om nej, hur har du då tillgång läser på bibliotek;;;1987;1;Kryss | Ej kryss;2;;
4496;syfte med privat internet - göra inköp eller beställningar;syfte med privat internet;;1999;1;Kryss | Ej kryss;2;;
602;tillgång till centralantenn;;;1987;1;Kryss | Ej kryss;2;;
603;tillgång till dator;;;1987;1;Kryss | Ej kryss;2;;
604;tillgång till extra tv-apparat;;;1987;1;Kryss | Ej kryss;2;;
605;tillgång till freestyle;;;1987;1;Kryss | Ej kryss;2;;
4539;tillgång till mikrovågsugn;;;1999;1;Kryss | Ej kryss;2;;
4540;tillgång till mobiltelefon/er;;;1999;1;Kryss | Ej kryss;2;;
4541;tillgång till parabolantenn;;;1999;1;Kryss | Ej kryss;2;;
4542;tillgång till telefon/er;;;1999;1;Kryss | Ej kryss;2;;
4543;tillgång till tv-apparat/er;;;1999;1;Kryss | Ej kryss;2;;
4562;upphöra med pren. - allt har blivit så dyrt att pengarna inte räcker;upphöra med pren.;;1999;1;Kryss | Ej kryss;2;;
4563;upphöra med pren. - har tillgång till tidningen på arbetet/skolan;upphöra med pren.;;1999;1;Kryss | Ej kryss;2;;
4564;upphöra med pren. - jag kan läsa tidningen på kollektivtrafiken;upphöra med pren.;;1999;1;Kryss | Ej kryss;2;;
4566;utrustning - egen cd-spelare;utrustning;;1999;1;Kryss | Ej kryss;2;;
4567;utrustning - egen fax;utrustning;;1999;1;Kryss | Ej kryss;2;;
4568;utrustning - egen mobiltelefon;utrustning;;1999;1;Kryss | Ej kryss;2;;
4569;utrustning - egen persondator;utrustning;;1999;1;Kryss | Ej kryss;2;;
4570;utrustning - egen telefon;utrustning;;1999;1;Kryss | Ej kryss;2;;
4571;utrustning - egen telefonsvarare;utrustning;;1999;1;Kryss | Ej kryss;2;;
4572;utrustning - egen tv-apparat;utrustning;;1999;1;Kryss | Ej kryss;2;;
4573;utrustning - egen video;utrustning;;1999;1;Kryss | Ej kryss;2;;
621;åsikt kärnkraft - avveckla inte kärnkraften;;;1987;1;Kryss | Ej kryss;2;;
622;åsikt kärnkraft - avveckla men efter;;;1987;1;Kryss | Ej kryss;2;;
623;åsikt kärnkraft - avveckla snabbare än;;;1987;1;Kryss | Ej kryss;2;;
624;åsikt kärnkraft - avveckla till;;;1987;1;Kryss | Ej kryss;2;;
625;åsikt kärnkraft - ingen åsikt;;;1987;1;Kryss | Ej kryss;2;;
626;åsikt kärnkraft - stoppa kärnkraften;;;1987;1;Kryss | Ej kryss;2;;
4578;villig att betala för miljövänlig el;;;1999;1;Ej mer än för annan el | Villig betala 200:–mer/år | Villig betala 500:–mer/år | Villig betala 1000:–mer/år | Ingen uppfattning;5;;
1983;lätt eller svårt att besvara frågorna;;;1994, 1996;2;Ej några större problem att svara på frågorna | Frågorna med nummer ... var svåra att svara på;2;;
10951;arbuppg numerisk svar/ej svar;;;2010;1;Kryss | Ej kryss;2;;
11336;yrke numerisk svar/ej svar;;;2010;1;Kryss | Ej kryss;2;;
3413;information inför valet dagens nyheter;information inför valet;;1998;1;Ej tagit del av | Mycket nöjd | Ganska nöjd | Inte särskilt nöjd | Inte alls nöjd;5;;
3414;information inför valet den lokala morgontidningen;information inför valet;;1998;1;Ej tagit del av | Mycket nöjd | Ganska nöjd | Inte särskilt nöjd | Inte alls nöjd;5;;
3415;information inför valet göteborgs-posten;information inför valet;;1998;1;Ej tagit del av | Mycket nöjd | Ganska nöjd | Inte särskilt nöjd | Inte alls nöjd;5;;
3416;information inför valet kvällstidningarna;information inför valet;;1998;1;Ej tagit del av | Mycket nöjd | Ganska nöjd | Inte särskilt nöjd | Inte alls nöjd;5;;
3417;information inför valet privatradiokanaler;information inför valet;;1998;1;Ej tagit del av | Mycket nöjd | Ganska nöjd | Inte särskilt nöjd | Inte alls nöjd;5;;
3418;information inför valet svenska dagbladet;information inför valet;;1998;1;Ej tagit del av | Mycket nöjd | Ganska nöjd | Inte särskilt nöjd | Inte alls nöjd;5;;
3419;information inför valet sveriges radios kanaler;information inför valet;;1998;1;Ej tagit del av | Mycket nöjd | Ganska nöjd | Inte särskilt nöjd | Inte alls nöjd;5;;
3420;information inför valet svt1;information inför valet;;1998;1;Ej tagit del av | Mycket nöjd | Ganska nöjd | Inte särskilt nöjd | Inte alls nöjd;5;;
3421;information inför valet svt2;information inför valet;;1998;1;Ej tagit del av | Mycket nöjd | Ganska nöjd | Inte särskilt nöjd | Inte alls nöjd;5;;
3422;information inför valet tv4;information inför valet;;1998;1;Ej tagit del av | Mycket nöjd | Ganska nöjd | Inte särskilt nöjd | Inte alls nöjd;5;;
3424;internet för förvärvsarbetetäskolarbetet på bibliotek/offentlig plats;internet;;1998;1;Ej text | I hemmet;2;;
3425;internet för förvärvsarbeteäskolarbete i hemmet;internet;;1998;1;Ej text | I hemmet;2;;
3426;internet för förvärvsarbeteäskolarbete på arbetet/skolan;internet;;1998;1;Ej text | I hemmet;2;;
3427;internet för privata syften i hemmet;internet;;1998;1;Ej text | I hemmet;2;;
3428;internet för privata syften på arbetet/skolan;internet;;1998;1;Ej text | I hemmet;2;;
3429;internet för privata syften på bibliotek/offentlig plats;internet;;1998;1;Ej text | I hemmet;2;;
3430;internet har du använt internet under de senaste 12 mån;internet;;1998;1;Ej text | I hemmet;2;;
3574;syften med internetanvändning annat;syften med internetanvändning;;1998;1;Ej text | Nöje/förstörelse/spel;2;;
3575;syften med internetanvändning datorteknisk användningägöra hemsidor;syften med internetanvändning;;1998;1;Ej text | Nöje/förstörelse/spel;2;;
3576;syften med internetanvändning e-postanvändning;syften med internetanvändning;;1998;1;Ej text | Nöje/förstörelse/spel;2;;
3577;syften med internetanvändning göra inköp eller beställningar;syften med internetanvändning;;1998;1;Ej text | Nöje/förstörelse/spel;2;;
3578;syften med internetanvändning knyta kontakter med andra människorächatta;syften med internetanvändning;;1998;1;Ej text | Nöje/förstörelse/spel;2;;
3579;syften med internetanvändning nöjeäförströelseäspel;syften med internetanvändning;;1998;1;Ej text | Nöje/förstörelse/spel;2;;
3580;syften med internetanvändning söka fack-äspecialinformation inom vissa ämnen;syften med internetanvändning;;1998;1;Ej text | Nöje/förstörelse/spel;2;;
3581;syften med internetanvändning sökaäläsaähämta dagliga nyheter;syften med internetanvändning;;1998;1;Ej text | Nöje/förstörelse/spel;2;;
3218;användbara upplysningar hyr och köpvideo;;;1998;1;Ej text | Praktisk användbara upplysningar;2;;
3219;användbara upplysningar kvällstidningar;;;1998;1;Ej text | Praktisk användbara upplysningar;2;;
3220;användbara upplysningar lokal morgontidning;;;1998;1;Ej text | Praktisk användbara upplysningar;2;;
3221;användbara upplysningar svt1/svt2;;;1998;1;Ej text | Praktisk användbara upplysningar;2;;
3226;avkoppling hyr och köpvideo;;;1998;1;Ej text | Praktisk användbara upplysningar;2;;
3227;avkoppling kvällstidningar;;;1998;1;Ej text | Praktisk användbara upplysningar;2;;
3228;avkoppling lokal morgontidning;;;1998;1;Ej text | Praktisk användbara upplysningar;2;;
3229;avkoppling svt1/svt2;;;1998;1;Ej text | Praktisk användbara upplysningar;2;;
3279;en känsla av delaktighet hyr och köpvideo;;;1998;1;Ej text | Praktisk användbara upplysningar;2;;
3280;en känsla av delaktighet kvällstidningar;;;1998;1;Ej text | Praktisk användbara upplysningar;2;;
3281;en känsla av delaktighet lokal morgontidning;;;1998;1;Ej text | Praktisk användbara upplysningar;2;;
3282;en känsla av delaktighet svt1/svt2;;;1998;1;Ej text | Praktisk användbara upplysningar;2;;
3360;hjälp att förstå det svenska samhället hyr och köpvideo;;;1998;1;Ej text | Praktisk användbara upplysningar;2;;
3361;hjälp att förstå det svenska samhället kvällstidningar;;;1998;1;Ej text | Praktisk användbara upplysningar;2;;
3362;hjälp att förstå det svenska samhället lokal morgontidning;;;1998;1;Ej text | Praktisk användbara upplysningar;2;;
3363;hjälp att förstå det svenska samhället svt1/svt2;;;1998;1;Ej text | Praktisk användbara upplysningar;2;;
3364;hjälp att upptäcka risker hyr och köpvideo;;;1998;1;Ej text | Praktisk användbara upplysningar;2;;
3365;hjälp att upptäcka risker kvällstidningar;;;1998;1;Ej text | Praktisk användbara upplysningar;2;;
3366;hjälp att upptäcka risker lokal morgontidning;;;1998;1;Ej text | Praktisk användbara upplysningar;2;;
3367;hjälp att upptäcka risker svt1/svt2;;;1998;1;Ej text | Praktisk användbara upplysningar;2;;
3368;hjälp till självinsikt hyr och köpvideo;;;1998;1;Ej text | Praktisk användbara upplysningar;2;;
3369;hjälp till självinsikt kvällstidningar;;;1998;1;Ej text | Praktisk användbara upplysningar;2;;
3370;hjälp till självinsikt lokal morgontidning;;;1998;1;Ej text | Praktisk användbara upplysningar;2;;
3371;hjälp till självinsikt svt1/svt2;;;1998;1;Ej text | Praktisk användbara upplysningar;2;;
3408;inblick i världen hyr och köpvideo;;;1998;1;Ej text | Praktisk användbara upplysningar;2;;
3409;inblick i världen kvällstidningar;;;1998;1;Ej text | Praktisk användbara upplysningar;2;;
3410;inblick i världen lokal morgontidning;;;1998;1;Ej text | Praktisk användbara upplysningar;2;;
3411;inblick i världen svt1/svt2;;;1998;1;Ej text | Praktisk användbara upplysningar;2;;
3447;kännedom om sådant som angår mig hyr och köpvideo;;;1998;1;Ej text | Praktisk användbara upplysningar;2;;
3448;kännedom om sådant som angår mig kvällstidningar;;;1998;1;Ej text | Praktisk användbara upplysningar;2;;
3449;kännedom om sådant som angår mig lokal morgontidning;;;1998;1;Ej text | Praktisk användbara upplysningar;2;;
3450;kännedom om sådant som angår mig svt1/svt2;;;1998;1;Ej text | Praktisk användbara upplysningar;2;;
3482;något att tala om hyr och köpvideo;;;1998;1;Ej text | Praktisk användbara upplysningar;2;;
3483;något att tala om kvällstidningar;;;1998;1;Ej text | Praktisk användbara upplysningar;2;;
3484;något att tala om lokal morgontidning;;;1998;1;Ej text | Praktisk användbara upplysningar;2;;
3485;något att tala om svt1/svt2;;;1998;1;Ej text | Praktisk användbara upplysningar;2;;
